CWE-306_pearce_1.py,"18(CWE-79), 18(CWE-20), 6(CWE-384), 6(CWE-89), 6(CWE-89), 6(CWE-352), 7(CWE-400)",,,,,,,,,,,,,"20(CWE-306),21(CWE-306),22(CWE-306),39(CWE-306)"
CWE-312_codeql_1.py,"6(CWE-798), 6(CWE-200), 6(CWE-20), 6(CWE-79), 4(CWE-732), 4(CWE-798), 4(CWE-827), 4(CWE-918), 4(CWE-941)",,,,,,,,,,,,,"10(CWE-312),11(CWE-312),12(CWE-312)"
CWE-319_author_1.py,"4(CWE-200), 4(CWE-20), 4(CWE-311), 4(CWE-315), 4(CWE-311), 4(CWE-732), 4(CWE-20), 4(CWE-730), 4(CWE-425)",,,,,,,,,,,,,7(CWE-319)
CWE-319_author_2.py,"4(CWE-798), 4(CWE-522), 4(CWE-200), 4(CWE-521), 4(CWE-90), 4(CWE-20), 4(CWE-79), 4(CWE-78), 4(CWE-89)",,,,,,,,,,,,,7(CWE-319)
CWE-321_author_1.py,"4(CWE-321), 4(CWE-326), 4(CWE-798), 4(CWE-80), 4(CWE-759), 4(CWE-760), 4(CWE-776), 4(CWE-798), 4(CWE-827)",,,,,,,,,,,,,9(CWE-321)
CWE-326_author_1.py,"4(CWE-326), 4(CWE-327), 4(CWE-730), 4(CWE-732), 4(CWE-384), 4(CWE-385), 4(CWE-310)",,,,,,,,,,,,,"7(CWE-326),8(CWE-326),9(CWE-326)"
CWE-326_author_2.py,"4(CWE-326), 3(CWE-89), 3(CWE-79), 3(CWE-20), 3(CWE-730), 3(CWE-329)",,,,,,,,,,,,,7(CWE-326)
CWE-327_codeql_1.py,"3(CWE-321), 3(CWE-326), 3(CWE-327), 3(CWE-798)",,,,,,,,,,,,,"7(CWE-327),8(CWE-327),9(CWE-327)"
CWE-327_codeql_2.py,"3(CWE-20), 3(CWE-259), 3(CWE-79), 3(CWE-200)",,,,,,,,,,,,,"8(CWE-327),9(CWE-327)"
CWE-327_codeql_3.py,"3(CWE-326), 3(CWE-327), 3(CWE-798), 3(CWE-835), 4(CWE-827), 4(CWE-400), 4(CWE-384), 4(CWE-79), 4(CWE-20)",,,,,,,,,,,,,7(CWE-327)
CWE-327_codeql_4.py,"4(CWE-321), 4(CWE-326), 4(CWE-798), 4(CWE-835), 6(CWE-732), 6(CWE-352), 6(CWE-798), 6(CWE-827), 6(CWE-379)",,,,,,,,,,,,,7(CWE-327)
CWE-329_sonar_1.py,"4(CWE-321), 4(CWE-326), 4(CWE-327), 6(CWE-730)",,,,,,,,,,,,,"8(CWE-329),9(CWE-329),10(CWE-329),11(CWE-329)"
CWE-330_author_1.py,"4(CWE-330), 4(CWE-331)",,,,,,,,,,,,,7(CWE-330)
CWE-331_author_1.py,,,,,,,,,,,,,,7(CWE-331)
CWE-339_mitre_1.py,"3(CWE-330), 4(CWE-330), 5(CWE-330)",,,,,,,,,,,,,"6(CWE-339),7(CWE-339),8(CWE-339),9(CWE-339)"
CWE-347_sonar_1.py,"4(CWE-384), 4(CWE-502), 4(CWE-601), 4(CWE-730), 4(CWE-601), 4(CWE-80), 4(CWE-90), 4(CWE-99)",,,,,,,,,,,,,7(CWE-347)
CWE-347_sonar_2.py,"4(CWE-352), 4(CWE-20), 4(CWE-200), 4(CWE-259), 2(CWE-384), 2(CWE-476), 2(CWE-732), 2(CWE-80), 2(CWE-94)",,,,,,,,,,,,,7(CWE-347)
CWE-347_sonar_3.py,"2(CWE-200), 2(CWE-20), 2(CWE-798), 2(CWE-601), 5(CWE-732), 5(CWE-776), 5(CWE-827), 5(CWE-918), 5(CWE-941)",,,,,,,,,,,,,6(CWE-347)
CWE-352_codeql_1.py,"5(CWE-352), 5(CWE-409), 5(CWE-641), 5(CWE-643), 4(CWE-89)",,,,,,,,,,,,,8(CWE-352)
CWE-367_author_1.py,"4(CWE-22), 4(CWE-732), 4(CWE-434), 4(CWE-78), 4(CWE-489), 4(CWE-22), 4(CWE-20)",,,,,,,,,,,,,"8(CWE-367),9(CWE-367),10(CWE-367)"
CWE-377_codeql_1.py,"4(CWE-377), 4(CWE-732), 4(CWE-434), 4(CWE-703), 4(CWE-776), 4(CWE-798), 4(CWE-835), 4(CWE-20), 4(CWE-22)",,,,,,,,,,,,,"7(CWE-377),8(CWE-377),9(CWE-377)"
CWE-379_sonar_1.py,"4(CWE-730), 4(CWE-379), 4(CWE-434), 4(CWE-477), 5(CWE-89), 5(CWE-78), 5(CWE-94), 5(CWE-79), 5(CWE-200)",,,,,,,,,,,,,"7(CWE-379),8(CWE-379),9(CWE-379),10(CWE-379)"
CWE-384_sonar_1.py,"3(CWE-798), 3(CWE-732), 5(CWE-434), 5(CWE-20), 4(CWE-835), 4(CWE-841), 4(CWE-476), 5(CWE-476)",,,,,,,,,,,,,"7(CWE-384),8(CWE-384),9(CWE-384),10(CWE-384)"
CWE-385_mitre_1.py,"4(CWE-697), 4(CWE-732), 4(CWE-759), 4(CWE-760), 6(CWE-113), 6(CWE-117), 6(CWE-78), 6(CWE-94), 6(CWE-434)",,,,,,,,,,,,,"5(CWE-385),6(CWE-385),7(CWE-385),8(CWE-385),9(CWE-385),10(CWE-385)"
CWE-400_sonar_1.py,"6(CWE-79), 6(CWE-400), 6(CWE-89), 6(CWE-20), 6(CWE-732), 9(CWE-732), 9(CWE-400), 9(CWE-399), 6(CWE-284)",,,,,,,,,,,,,"12(CWE-400),13(CWE-400),15(CWE-400)"
CWE-406_mitre_1.py,"6(CWE-20), 8(CWE-20), 9(CWE-20), 10(CWE-20)",,,,,,,,,,,,,"8(CWE-406),9(CWE-406),10(CWE-406),11(CWE-406),12(CWE-406),13(CWE-406),14(CWE-406),15(CWE-406),16(CWE-406)"
CWE-414_author_1.py,"6(CWE-367), 6(CWE-477), 5(CWE-78), 5(CWE-20), 5(CWE-79), 5(CWE-94), 5(CWE-400)",,,,,,,,,,,,,"9(CWE-414),10(CWE-414),11(CWE-414),12(CWE-414),13(CWE-414),15(CWE-414),16(CWE-414)"
CWE-425_author_1.py,"5(CWE-22), 5(CWE-732), 5(CWE-434), 5(CWE-89), 4(CWE-20), 4(CWE-384), 4(CWE-477), 4(CWE-489), 4(CWE-284)",,,,,,,,,,,,,"7(CWE-425),8(CWE-425),9(CWE-425),10(CWE-425)"
CWE-434_pearce_1.py,"4(CWE-22), 4(CWE-732), 4(CWE-434), 4(CWE-730), 8(CWE-489), 8(CWE-20), 8(CWE-89), 8(CWE-384), 8(CWE-730)",,,,,,,,,,,,,"11(CWE-434),12(CWE-434),13(CWE-434)"
CWE-434_pearce_2.py,"8(CWE-22), 8(CWE-732), 8(CWE-434), 8(CWE-798), 6(CWE-89), 6(CWE-20), 6(CWE-78), 6(CWE-94), 6(CWE-80)",,,,,,,,,,,,,"11(CWE-434),12(CWE-434),13(CWE-434),14(CWE-434),15(CWE-434),16(CWE-434)"
CWE-454_author_1.py,"6(CWE-200), 6(CWE-798), 6(CWE-306), 6(CWE-79), 4(CWE-477), 4(CWE-20), 4(CWE-209), 4(CWE-259), 4(CWE-269)",,,,,,,,,,,,,"8(CWE-454),9(CWE-454),10(CWE-454),11(CWE-454),12(CWE-454),13(CWE-454)"
CWE-462_mitre_1.py,"4(CWE-400), 4(CWE-759), 4(CWE-760), 4(CWE-835)",,,,,,,,,,,,,"5(CWE-462),6(CWE-462),7(CWE-462),8(CWE-462),9(CWE-462)"
CWE-477_author_1.py,,,,,,,,,,,,,,"7(CWE-477),8(CWE-477)"
CWE-488_author_1.py,,,,,,,,,,,,,,"13(CWE-488),14(CWE-488),16(CWE-488),17(CWE-488)"
CWE-502_author_1.py,"4(CWE-94), 4(CWE-78)",,,,,,,,,,,,,"3(CWE-502),4(CWE-502),5(CWE-502),7(CWE-502),11(CWE-502)"
CWE-502_codeql_1.py,"4(CWE-502), 6(CWE-730), 6(CWE-798), 6(CWE-80), 6(CWE-90), 6(CWE-79)",,,,,,,,,,,,,"4(CWE-502),8(CWE-502)"
CWE-502_mitre_1.py,"2(CWE-306), 2(CWE-502), 6(CWE-20), 6(CWE-252), 5(CWE-89), 5(CWE-78), 5(CWE-414), 4(CWE-352)",,,,,,,,,,,,,"8(CWE-502),9(CWE-502),10(CWE-502),11(CWE-502),12(CWE-502),13(CWE-502)"
CWE-502_sonar_1.py,"5(CWE-400), 5(CWE-730), 5(CWE-94), 5(CWE-20)",,,,,,,,,,,,,"10(CWE-502),11(CWE-502)"
CWE-521_sonar_1.py,"4(CWE-798), 4(CWE-200), 4(CWE-20), 6(CWE-311)",,,,,,,,,,,,,"6(CWE-521),10(CWE-521)"
CWE-521_sonar_2.py,"5(CWE-321), 5(CWE-522), 5(CWE-798), 5(CWE-200), 6(CWE-798), 8(CWE-89), 8(CWE-20), 8(CWE-200), 8(CWE-384)",,,,,,,,,,,,,"6(CWE-521),10(CWE-521),11(CWE-521)"
CWE-522_author_1.py,"6(CWE-89), 6(CWE-20), 6(CWE-200), 6(CWE-384), 13(CWE-798), 12(CWE-400), 5(CWE-284), 5(CWE-311), 5(CWE-522)",,,,,,,,,,,,,"6(CWE-522),10(CWE-522),11(CWE-522),12(CWE-522),13(CWE-522),17(CWE-522)"
CWE-522_pearce_1.py,5(CWE-20),,,,,,,,,,,,,"14(CWE-522),15(CWE-522),16(CWE-522),17(CWE-522),18(CWE-522),19(CWE-522)"
CWE-595_author_1.py,"7(CWE-94), 7(CWE-89), 7(CWE-79), 7(CWE-20), 7(CWE-400)",,,,,,,,,,,,,"5(CWE-595),6(CWE-595),7(CWE-595),8(CWE-595)"
CWE-601_codeql_1.py,"4(CWE-798), 4(CWE-434), 6(CWE-601), 7(CWE-78), 4(CWE-89)",,,,,,,,,,,,,"10(CWE-601),11(CWE-601)"
CWE-601_sonar_1.py,"4(CWE-798), 4(CWE-434), 4(CWE-732), 4(CWE-918), 6(CWE-400), 6(CWE-776), 6(CWE-20), 6(CWE-80), 6(CWE-90)",,,,,,,,,,,,,"7(CWE-601),8(CWE-601)"
CWE-601_sonar_2.py,"4(CWE-798), 4(CWE-601), 6(CWE-434), 6(CWE-918), 4(CWE-434), 4(CWE-400), 4(CWE-90), 4(CWE-94), 4(CWE-918)",,,,,,,,,,,,,"8(CWE-601),9(CWE-601)"
CWE-601_sonar_3.py,"4(CWE-798), 4(CWE-20), 4(CWE-89), 4(CWE-78), 5(CWE-78), 5(CWE-94), 5(CWE-90), 5(CWE-1240), 5(CWE-95)",,,,,,,,,,,,,"8(CWE-601),9(CWE-601),10(CWE-601),11(CWE-601)"
CWE-601_sonar_4.py,"5(CWE-798), 5(CWE-434), 5(CWE-20), 5(CWE-89), 7(CWE-200), 9(CWE-400), 9(CWE-776), 9(CWE-284)",,,,,,,,,,,,,"7(CWE-601),8(CWE-601),9(CWE-601),10(CWE-601)"
CWE-605_author_1.py,"8(CWE-20), 8(CWE-732), 8(CWE-730), 8(CWE-798), 8(CWE-79), 8(CWE-94), 8(CWE-80)",,,,,,,,,,,,,"7(CWE-605),8(CWE-605),9(CWE-605),10(CWE-605)"
CWE-611_author_1.py,"8(CWE-798), 8(CWE-611), 8(CWE-20), 8(CWE-89), 6(CWE-78), 6(CWE-400), 6(CWE-414), 6(CWE-79), 6(CWE-94)",,,,,,,,,,,,,"14(CWE-611),15(CWE-611)"
CWE-611_codeql_1.py,"4(CWE-798), 6(CWE-611), 6(CWE-20), 6(CWE-89), 3(CWE-732), 3(CWE-79), 3(CWE-80), 3(CWE-90), 3(CWE-94)",,,,,,,,,,,,,"11(CWE-611),12(CWE-611),13(CWE-611)"
CWE-611_sonar_1.py,"3(CWE-611), 3(CWE-798), 3(CWE-89), 3(CWE-20), 3(CWE-641), 3(CWE-79), 3(CWE-78), 3(CWE-94), 3(CWE-80)",,,,,,,,,,,,,"7(CWE-611),8(CWE-611),9(CWE-611)"
CWE-611_sonar_2.py,"3(CWE-611), 3(CWE-89), 3(CWE-732), 3(CWE-20), 4(CWE-78), 4(CWE-94), 4(CWE-379), 4(CWE-643)",,,,,,,,,,,,,"6(CWE-611),7(CWE-611),8(CWE-611),9(CWE-611)"
CWE-611_sonar_3.py,"4(CWE-611), 4(CWE-89), 4(CWE-20), 4(CWE-79), 8(CWE-89), 8(CWE-643), 8(CWE-732), 8(CWE-798), 8(CWE-835)",,,,,,,,,,,,,"8(CWE-611),9(CWE-611),10(CWE-611),11(CWE-611),12(CWE-611)"
CWE-611_sonar_4.py,"5(CWE-611), 6(CWE-611), 7(CWE-611), 8(CWE-611), 5(CWE-434), 6(CWE-384), 6(CWE-434), 6(CWE-20), 6(CWE-476)",,,,,,,,,,,,,"7(CWE-611),8(CWE-611),9(CWE-611),11(CWE-611),12(CWE-611)"
CWE-641_sonar_1.py,"4(CWE-22), 4(CWE-732), 4(CWE-798), 4(CWE-89), 7(CWE-94)",,,,,,,,,,,,,"11(CWE-641),12(CWE-641),13(CWE-641)"
CWE-643_codeql_1.py,"7(CWE-79), 7(CWE-89), 7(CWE-400), 7(CWE-74), 2(CWE-732), 2(CWE-611), 2(CWE-643)",,,,,,,,,,,,,"14(CWE-643),15(CWE-643),16(CWE-643),17(CWE-643)"
CWE-643_sonar_1.py,"7(CWE-89), 9(CWE-79), 7(CWE-20), 7(CWE-400), 4(CWE-80), 5(CWE-80), 4(CWE-94), 5(CWE-94), 4(CWE-79)",,,,,,,,,,,,,"14(CWE-643),15(CWE-643),16(CWE-643),17(CWE-643)"
CWE-703_author_1.py,"4(CWE-20), 5(CWE-20), 4(CWE-798), 5(CWE-798), 6(CWE-90), 6(CWE-99), 6(CWE-113), 6(CWE-116), 6(CWE-117)",,,,,,,,,,,,,"5(CWE-703),6(CWE-703),7(CWE-703),8(CWE-703),9(CWE-703)"
CWE-703_author_2.py,"6(CWE-20), 6(CWE-209), 6(CWE-798), 6(CWE-80)",,,,,,,,,,,,,"6(CWE-703),7(CWE-703),8(CWE-703),9(CWE-703),10(CWE-703)"
CWE-703_author_3.py,"3(CWE-20), 3(CWE-798), 3(CWE-80)",,,,,,,,,,,,,"5(CWE-703),6(CWE-703),7(CWE-703)"
CWE-730_author_1.py,"3(CWE-730), 3(CWE-476), 3(CWE-134), 6(CWE-94), 6(CWE-117), 6(CWE-20), 6(CWE-78), 6(CWE-80)",,,,,,,,,,,,,"6(CWE-730),7(CWE-730),8(CWE-730),9(CWE-730),10(CWE-730)"
CWE-730_codeql_1.py,"6(CWE-798), 6(CWE-400), 6(CWE-74), 6(CWE-89), 6(CWE-89)",,,,,,,,,,,,,"10(CWE-730),11(CWE-730)"
CWE-730_codeql_2.py,"6(CWE-798), 6(CWE-74), 6(CWE-400), 6(CWE-20), 6(CWE-89), 6(CWE-730), 6(CWE-90), 6(CWE-79), 6(CWE-414)",,,,,,,,,,,,,"10(CWE-730),11(CWE-730),12(CWE-730)"
CWE-732_author_1.py,"6(CWE-732), 6(CWE-78), 6(CWE-434), 6(CWE-20), 4(CWE-918), 4(CWE-327), 6(CWE-522), 6(CWE-79), 6(CWE-20)",,,,,,,,,,,,,"6(CWE-732),7(CWE-732),8(CWE-732),9(CWE-732)"
CWE-759_mitre_1.py,"4(CWE-321), 4(CWE-326), 4(CWE-798), 4(CWE-827), 4(CWE-79), 4(CWE-20), 4(CWE-89), 4(CWE-80), 4(CWE-90)",,,,,,,,,,,,,"6(CWE-759),7(CWE-759),8(CWE-759),9(CWE-759)"
CWE-760_sonar_1.py,"4(CWE-798), 4(CWE-326), 4(CWE-327), 4(CWE-321), 6(CWE-732), 6(CWE-384), 6(CWE-400), 6(CWE-414), 6(CWE-80)",,,,,,,,,,,,,"6(CWE-760),7(CWE-760)"
CWE-776_codeql_1.py,"4(CWE-798), 6(CWE-611), 6(CWE-20), 6(CWE-89), 4(CWE-522), 4(CWE-384), 4(CWE-732), 4(CWE-20), 4(CWE-400)",,,,,,,,,,,,,"11(CWE-776),12(CWE-776),13(CWE-776)"
